Open,High,Low,Close,Adj Close,Volume,Name,Return,Up,Down,avg_14up,avg_14down,RS_14,RSI,EWMA_up,EWMA_down,12Ewm,26Ewm,MACD,low_14,high_14,k_percent,r_percent,ROC,Target
144.5500030517578,144.6300048828125,143.17999267578125,144.55999755859375,136.97023010253906,25900,COKE,1.399993896484375,1.399993896484375,0.0,0.5742841448102679,0.49785614013671875,1.1535142353623697,53.564272593176945,0.2876126340698378,0.2876126340698378,142.8937017162676,143.26039846796505,-0.36669675169744664,137.22000122070312,144.7899932861328,96.96174413987305,-3.0382558601269483,0.03036346695776193,1.0
144.94000244140625,145.91000366210938,144.27999877929688,145.33999633789062,137.7093048095703,27200,COKE,0.779998779296875,0.779998779296875,0.0,0.6299983433314732,0.35142735072544645,1.7926844397027626,64.19215913608792,0.36066470459995775,0.36066470459995775,143.27005473497883,143.4144427546262,-0.1443880196473799,137.22000122070312,145.91000366210938,93.44065403822248,-6.559345961777534,0.025037049297222946,1.0
145.7899932861328,146.97999572753906,144.0800018310547,144.47000122070312,137.12086486816406,46800,COKE,-0.8699951171875,0.0,0.8699951171875,0.5542842320033482,0.41356985909598215,1.3402432982300791,57.26940011936802,0.18078348176530917,0.18078348176530917,143.4546618866287,143.4926322706319,-0.037970384003187974,137.22000122070312,146.97999572753906,74.28282869341855,-25.71717130658145,0.01832668071474841,-1.0
144.83999633789062,145.0399932861328,140.7100067138672,141.55999755859375,134.35890197753906,103900,COKE,-2.910003662109375,0.0,2.910003662109375,0.5542842320033482,0.5478559221540179,1.0117335773684,50.29162851135956,-0.2652618488324141,-0.2652618488324141,143.16317506693102,143.34947414381423,-0.18629907688321623,137.22000122070312,146.97999572753906,44.46720062035768,-55.53279937964233,0.008621242625281411,-1.0
141.52000427246094,145.4199981689453,141.52000427246094,145.08999633789062,137.70933532714844,86800,COKE,3.529998779296875,3.529998779296875,0.0,0.798569815499442,0.5478559221540179,1.4576274221143515,59.310349851985386,0.27650003910298027,0.27650003910298027,143.45960910861712,143.47840171374582,-0.018792605128709283,137.22000122070312,146.97999572753906,80.63524125628683,-19.364758743713175,0.02733130869591105,1.0
145.08999633789062,145.08999633789062,141.25,141.3000030517578,134.11212158203125,62500,COKE,-3.7899932861328125,0.0,3.7899932861328125,0.798569815499442,0.7271412440708706,1.0982320450270178,52.34082891975261,-0.29856603678256854,-0.29856603678256854,143.12736202294647,143.31703884989486,-0.18967682694838572,137.22000122070312,146.97999572753906,41.80332097725095,-58.19667902274905,-0.0077246551395654395,-1.0
141.91000366210938,142.9199981689453,140.63999938964844,141.41000366210938,134.21652221679688,35600,COKE,0.1100006103515625,0.1100006103515625,0.0,0.6999991280691964,0.7271412440708706,0.9626728421431301,49.04907335916182,-0.24125152870777983,-0.24125152870777983,142.86315304435615,143.17577698413297,-0.31262393977681313,139.9600067138672,146.97999572753906,20.65525950850103,-79.34474049149898,-0.017849646768242855,1.0
140.94000244140625,143.11000061035156,140.13999938964844,142.72000122070312,135.45982360839844,43900,COKE,1.30999755859375,1.30999755859375,0.0,0.787855965750558,0.7271412440708706,1.0834978378337867,52.00378988443298,-0.025141009424039046,-0.025141009424039046,142.84112968687108,143.14201581647148,-0.30088612960039995,139.9600067138672,146.97999572753906,39.31622259608488,-60.68377740391513,-0.0011897135535828829,1.0
142.00999450683594,142.1999969482422,141.0,141.3800048828125,134.18801879882812,34300,COKE,-1.339996337890625,0.0,1.339996337890625,0.787855965750558,0.7142846243722099,1.1030000350952684,52.44888334228208,-0.20722961025665118,-0.20722961025665118,142.61634125547747,143.0114964880523,-0.39515523257483665,140.0,146.97999572753906,19.770855695051385,-80.22914430494862,-0.012433631836850756,-1.0
141.74000549316406,142.5,140.08999633789062,140.55999755859375,133.40972900390625,35500,COKE,-0.82000732421875,0.0,0.82000732421875,0.7249995640345982,0.7728565761021206,0.9380777578307119,48.402483029406476,-0.2916555435535846,-0.2916555435535846,142.29998068672612,142.82990397475908,-0.5299232880329612,140.0,146.97999572753906,8.022892569752164,-91.97710743024784,-0.027670172022372208,-1.0
140.55999755859375,141.49000549316406,139.77000427246094,140.3699951171875,133.22943115234375,57500,COKE,-0.19000244140625,0.0,0.19000244140625,0.6414282662527901,0.7864281790597099,0.815622180552726,44.92246180339281,-0.2777121500690898,-0.2777121500690898,142.00305982987402,142.64768850382785,-0.6446286739538323,139.77000427246094,146.97999572753906,8.321658194254562,-91.67834180574543,-0.03419568835786069,-1.0
139.10000610351562,143.52999877929688,139.10000610351562,141.27000427246094,134.08364868164062,34300,COKE,0.9000091552734375,0.9000091552734375,0.0,0.5928573608398438,0.7864281790597099,0.753860780457653,42.98293164757013,-0.11678516811229085,-0.11678516811229085,141.89028205181046,142.5456378200229,-0.6553557682124449,139.10000610351562,146.97999572753906,27.5380840899805,-72.4619159100195,-0.022149906009578002,1.0
128.0,157.97000122070312,125.0,157.80999755859375,149.7822265625,254100,COKE,16.539993286132812,16.539993286132812,0.0,1.7742854527064733,0.708571297781808,2.504032351099879,71.46145070018801,2.151734198129881,2.151734198129881,144.33946905285404,143.6763311339911,0.6631379188629296,125.0,157.97000122070312,99.51469925330515,-0.4853007466948548,0.11479231619281349,1.0
155.83999633789062,160.8699951171875,153.94000244140625,160.49000549316406,152.325927734375,69000,COKE,2.6800079345703125,2.6800079345703125,0.0,1.9464285714285714,0.708571297781808,2.7469763134943403,73.31181421140546,2.2234757530695437,2.2234757530695437,146.8241669667479,144.92178849392985,1.902378472818043,125.0,160.8699951171875,98.94064768399882,-1.0593523160011842,0.10614108170083192,1.0
158.1999969482422,169.5800018310547,158.1999969482422,167.47999572753906,158.96035766601562,83600,COKE,6.989990234375,6.989990234375,0.0,2.3457140241350447,0.708571297781808,3.3104841128596854,76.80074966483116,2.8691911120111455,2.8691911120111455,150.00198677610038,146.59276680753052,3.4092199685698574,125.0,169.5800018310547,95.28935393167089,-4.7106460683291145,0.1852794912268445,1.0
167.5,168.10000610351562,162.69000244140625,164.97999572753906,156.58753967285156,67600,COKE,-2.5,0.0,2.5,2.2899998256138394,0.8871427263532367,2.5813206348738325,72.07733956400614,2.143381849789362,2.143381849789362,152.30629584555248,147.9547837645682,4.351512080984293,125.0,169.5800018310547,89.68145824455476,-10.318541755445228,0.16667839229923764,-1.0
165.22000122070312,166.3300018310547,162.8699951171875,164.60000610351562,156.22683715820312,44400,COKE,-0.3799896240234375,0.0,0.3799896240234375,2.2899998256138394,0.852142333984375,2.6873442783982484,72.88021067470294,1.8029004333941616,1.8029004333941616,154.1976358852391,149.18776319708283,5.009872688156264,125.0,169.5800018310547,88.8290813750708,-11.170918624929191,0.15330720778916707,-1.0
164.9600067138672,165.8699951171875,164.2100067138672,165.32000732421875,156.9102325439453,27500,COKE,0.720001220703125,0.720001220703125,0.0,2.341428484235491,0.6442849295479911,3.6341506325131014,78.42107261287492,1.6570166921868004,1.6570166921868004,155.90876995277443,150.38274424353736,5.526025709237075,125.0,169.5800018310547,90.44415807119056,-9.555841928809434,0.16933089273302615,1.0
164.63999938964844,165.0500030517578,162.97000122070312,164.97000122070312,156.5780029296875,27100,COKE,-0.350006103515625,0.0,0.350006103515625,2.0892857142857144,0.6692853655133929,3.1216665146758036,75.73796918214146,1.387012110624308,1.387012110624308,157.30280553245578,151.4632817974015,5.839523735054286,125.0,169.5800018310547,89.65903898384273,-10.34096101615727,0.17366252195567822,-1.0
164.3699951171875,166.1199951171875,164.25,165.44000244140625,157.0241241455078,29600,COKE,0.470001220703125,0.470001220703125,0.0,2.122857230050223,0.3985715593610491,5.326163345556767,84.19263074036243,1.2637941635938548,1.2637941635938548,158.5546819799866,152.49859443769816,6.056087542288452,125.0,169.5800018310547,90.71332611125088,-9.286673888749124,0.17859947422017886,1.0
164.83999633789062,165.75999450683594,164.52999877929688,164.89999389648438,156.51158142089844,23900,COKE,-0.540008544921875,0.0,0.540008544921875,2.1150000435965404,0.4371435982840402,4.838227191016279,82.87151275067241,1.021669569195103,1.021669569195103,159.53088381329397,153.41721661983047,6.113667193463499,125.0,169.5800018310547,89.50200147522158,-10.497998524778417,0.16726827287730073,-1.0
165.13999938964844,168.94000244140625,164.58999633789062,165.02000427246094,156.62547302246094,75000,COKE,0.1200103759765625,0.1200103759765625,0.0,2.030000959123884,0.4371435982840402,4.643785170576517,82.2813950252141,0.9007482139553347,0.9007482139553347,160.37536388393502,154.27668237187717,6.098681512057851,125.0,169.5800018310547,89.77120374316084,-10.228796256839159,0.04568789573163867,1.0
165.47000122070312,168.5500030517578,164.0500030517578,164.72999572753906,156.35023498535156,27400,COKE,-0.290008544921875,0.0,0.290008544921875,2.030000959123884,0.36214447021484375,5.605500362657968,84.86110142914876,0.7411799384105371,0.7411799384105371,161.0453072444895,155.051001879704,5.994305364785504,125.0,169.5800018310547,89.12066867584316,-10.879331324156839,0.026419029779119807,-1.0
